estu_nacionalidad	estu_depto_reside	estu_mcpio_reside	estu_estudiante	estu_nse_individual	estu_nse_establecimiento	punt_lectura_critica	punt_matematicas	punt_c_naturales	punt_sociales_ciudadanas	punt_ingles	punt_global	cole_jornada	cole_naturaleza	cole_area_ubicacion	fami_estratovivienda	estu_edad	estu_genero	fami_situacioneconomica	fami_comecarnepescadohuevo	fami_numlibros	estu_dedicacionlecturadiaria	estu_dedicacioninternet	fami_tienecomputador	tiene_vehiculo	edu_max_padres	hacinamiento	trabaja_cat	glo	cole_tipo
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	49	54	62	52	49	269	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Peor	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	59	53	49	40	39	247	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	2	2	41	36	48	35	45	202	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Mejor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	45	51	48	48	57	243	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	52	61	51	49	54	267	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	51	52	51	46	52	251	COMPLETA	NO OFICIAL	URBANO	Estrato 5	Edad.15a16	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	3	2	58	48	52	40	50	248	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Mejor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	2	3	51	45	41	54	52	240	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	76	72	67	73	67	358	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	ICONONZO	ESTUDIANTE	2	2	50	40	41	34	38	205	MAÑANA	OFICIAL	RURAL	Estrato 3	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	76	76	70	71	76	367	MAÑANA	NO OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Mejor	Todos o casi todos los días	MÁS DE 100 LIBROS	Entre 1 y 2 horas	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	1	2	49	39	35	38	47	204	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	FLANDES	ESTUDIANTE	2	3	42	28	34	37	29	174	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 1 y 2 horas	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	1	2	53	67	68	60	59	309	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	59	55	54	43	61	267	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.17a18	M	Peor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	68	54	60	64	55	305	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	3	2	57	57	43	34	56	242	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	2	27	29	32	35	40	157	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	1	2	59	64	53	61	61	297	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Peor	Nunca o rara vez comemos eso	0 A 10 LIBROS	30 minutos o menos	No Navega Internet	No	VEH.No	Edu.Técnico	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	57	58	57	60	63	292	UNICA	OFICIAL	RURAL	Estrato 2	Edad.17a18	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	2	60	54	63	64	62	302	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	76	70	67	65	75	350	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.15a16	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	2	65	51	47	56	56	274	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Bachiller	HAC.SI	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	1	2	68	44	58	59	59	287	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	38	35	37	27	28	169	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	2	2	60	62	56	45	55	278	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	GUAMO	ESTUDIANTE	2	2	49	50	44	43	50	234	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	2	2	47	38	36	36	46	199	MAÑANA	OFICIAL	RURAL	Sin Estrato	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	1	3	28	18	38	31	29	144	TARDE	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Peor	Nunca o rara vez comemos eso	0 A 10 LIBROS	No leo por entretenimiento	No Navega Internet	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ATACO	ESTUDIANTE	1	2	51	60	45	46	47	251	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Mejor	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	2	35	39	47	25	38	183	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Peor	1 o 2 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN LUIS	ESTUDIANTE	3	2	67	100	71	62	59	369	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Peor	Todos o casi todos los días	26 A 100 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Alto	Rural/Oficial
COLOMBIA	TOLIMA	VILLAHERMOSA	ESTUDIANTE	2	1	51	56	57	59	46	275	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	2	2	55	60	48	52	48	267	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	RIOBLANCO	ESTUDIANTE	1	2	51	54	41	43	42	234	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	26 A 100 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	73	63	64	69	73	338	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	3 a 5 veces por semana	26 A 100 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	46	44	42	50	54	231	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	1	2	40	40	39	34	39	192	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	HERVEO	ESTUDIANTE	1	2	45	36	37	41	40	199	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.17a18	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	3	41	53	40	46	49	227	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 1 y 2 horas	Entre 30 y 60 minutos	Si	VEH.No	Edu.Técnico	HAC.NO	Trabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	54	66	62	55	63	298	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	48	38	46	36	40	209	UNICA	OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	51	48	42	40	52	229	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	1	2	32	30	34	28	38	158	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Peor	3 a 5 veces por semana	0 A 10 LIBROS	Entre 1 y 2 horas	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	ROVIRA	ESTUDIANTE	1	1	55	55	51	60	43	272	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	4	69	65	64	68	80	338	COMPLETA	NO OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	70	70	68	67	69	344	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	Entre 1 y 2 horas	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	2	54	57	52	44	51	258	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	2	42	47	48	51	45	234	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	3	3	56	58	44	54	56	266	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	3	2	43	50	42	37	39	213	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	56	73	63	63	59	317	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	Nunca o rara vez comemos eso	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	71	61	60	62	60	316	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	1	2	50	58	52	46	44	255	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	57	67	60	69	57	314	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	GUAMO	ESTUDIANTE	2	2	64	63	64	67	69	324	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Técnico	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	68	66	64	72	100	350	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	60	62	66	64	66	316	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	No	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	ALVARADO	ESTUDIANTE	3	2	59	56	57	55	43	278	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	46	52	35	36	43	212	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Mejor	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	50	47	45	48	58	242	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	51	52	49	34	48	233	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	CUNDAY	ESTUDIANTE	3	2	54	60	55	40	53	262	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	65	65	69	49	65	311	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	52	49	42	35	39	220	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	1	3	54	50	50	47	50	251	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.Sí	Edu.Bachiller	HAC.SI	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	50	58	43	31	49	229	UNICA	OFICIAL	RURAL	Estrato 1	Edad.17a18	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	2	2	51	41	46	39	38	219	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	3	2	70	69	63	64	54	328	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	3	2	48	47	35	53	52	231	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	1	3	45	43	35	38	41	202	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Mejor	Nunca o rara vez comemos eso	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.SI	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	GUAMO	ESTUDIANTE	2	2	46	30	37	33	42	185	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ALVARADO	ESTUDIANTE	2	2	54	37	57	58	46	255	TARDE	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.SI	NoTrabaja	Glo.MAlto	Urbano/Oficial
